Company,Ticker,Sector,Filing_Year,Paragraph_id,Passage,AI_keywords,risk_category,disclosure_quality,annotation
Mastercard,MA,Finance,2023,169,"The payments industry is subject to rapid and significant technological changes, which can impact our business in several ways: •Technological changes, including continuing developments of technologies in the areas of smart cards and devices, contactless and mobile payments, e-commerce, cryptocurrency and blockchain technology, machine learning and AI, could result in new technologies that may be superior to, or render obsolete, the technologies we currently use in our programs and services.","AI, machine learning",Competitive,2.0,Duplicate of 2022 obsolescence risk passage
Mastercard,MA,Finance,2024,170,"Risk factors RISK HIGHLIGHTS Legal and Regulatory Business and Operations Payments Industry Regulation Competition and Technology Brand, Reputational Impact and ESG Preferential or Protective Government Actions Information Security and Operational Resilience Talent and Culture Privacy, Data Protection, AI and Information Security Stakeholder Relationships Acquisitions and Strategic Investments Other Regulation Global Economic and Political Environment Settlement and Third-Party Obligations Litigation Class A Common Stock and Governance Structure Legal and Regulatory Payments Industry Regulation Global regulatory and legislative activity related to the payments industry may have a material adverse impact on our overall business and results of operations.",AI,Other,1.0,"Risk-highlights table of contents/section list, not a substantive risk statement"
Mastercard,MA,Finance,2024,171,"Privacy, Data Protection, AI and Information Security Regulation and enforcement of privacy, data, AI, information security and the digital economy could increase our costs and lead to legal claims and fines, as well as negatively impact our growth and reputation.",AI,Regulation,2.0,"AI/privacy/info-security regulation could raise costs, legal claims, hurt growth/reputation"
Mastercard,MA,Finance,2024,172,"We are subject to increasingly complex, fragmented and divergent laws and regulations related to privacy and data protection, data use and governance, AI and information security in the jurisdictions in which we do business.","AI, RAG",Regulation,2.0,"Complex, fragmented, divergent AI/privacy/data laws across jurisdictions"
Mastercard,MA,Finance,2024,173,"In addition, laws and regulations on AI, data governance and credit decisioning may overlap or conflict with, or diverge from, general privacy rules.",AI,Regulation,2.0,AI and data governance laws may conflict with privacy rules
Mastercard,MA,Finance,2024,174,"As a user and deployer of AI technology, we are also subject to increasing and evolving laws and regulations related to AI governance and new applications of existing laws and regulations to AI.","AI, AI technology, AI governance",Regulation,2.0,"Increasing, evolving AI governance laws and new applications of existing law to AI"
Mastercard,MA,Finance,2024,175,How our use and deployment of AI will be regulated remains uncertain given the uncertainty that exists as to how AI technology will develop.,"AI, AI technology",Regulation,1.0,Generic statement of regulatory uncertainty for AI
Mastercard,MA,Finance,2024,176,"In addition, the use of AI creates or amplifies risks that are challenging to fully prevent or mitigate.",AI,Other,1.0,Generic: AI creates/amplifies risks that are hard to prevent or mitigate
Mastercard,MA,Finance,2024,177,"In particular, AI algorithms may generate inaccurate, unintended, unfair or discriminatory outcomes, which may not be easily detectable or explainable, and may inadvertently breach intellectual property, privacy or other rights, as well as confidential information.","AI, algorithm, algorithms",Bias/Ethics,3.0,"Specific: discriminatory/inaccurate outcomes, poor explainability, IP/privacy/confidentiality breaches"
Mastercard,MA,Finance,2024,178,Our implementation of robust AI governance and risk management frameworks aimed at complying with emerging laws and regulations may not be sufficient protection against these emerging risks.,"AI, AI governance",Regulation,1.0,Generic: AI governance frameworks may not be sufficient
Mastercard,MA,Finance,2024,179,"We also need to provide increased care in our data management, governance and quality practices, particularly as it relates to the use of data in products leveraging AI.","AI, RAG",Privacy,1.0,Generic data governance/quality care needed for AI-related data use
Mastercard,MA,Finance,2024,180,"New requirements or changing interpretations of existing requirements in these areas, or the development of new regulatory schemes related to the digital economy in general, may also increase our costs and/or restrict our ability to leverage data or use AI for innovation.","AI, RAG",Regulation,2.0,New/changing requirements may raise costs or restrict data/AI use for innovation
Mastercard,MA,Finance,2024,181,"While we intend to comply with all regulatory requirements, innovate responsibly and deploy Privacy by Design, Data by Design and AI Governance approaches to all of our product development, the speed and pace of changes in laws (as well as stakeholder interests) may not allow us to meet rapidly evolving regulatory and stakeholder expectations.","AI, AI governance",Regulation,2.0,Compliance approach (Privacy/Data/AI Governance by Design) may not keep pace with evolving law
Mastercard,MA,Finance,2024,182,"The payments industry is subject to rapid and significant technological changes, which can impact our business in several ways: •Technological changes (including continuing developments of technologies in the areas of smart cards and devices, contactless and mobile payments, e-commerce, cryptocurrency and blockchain, AI, machine learning, privacy enhancement and cybersecurity) could result in new technologies that may be superior to, or render obsolete, the technologies we currently use in our programs and services.","AI, machine learning",Competitive,2.0,Duplicate-style obsolescence risk from AI/ML and other payments technologies
Mastercard,MA,Finance,2024,183,These threats also may be further enhanced in frequency or effectiveness through threat actors’ use of AI.,AI,Cybersecurity,2.0,Threats enhanced in frequency/effectiveness via AI use by threat actors
Mastercard,MA,Finance,2024,184,Criminals are using increasingly sophisticated methods to capture consumer personal information to engage in illegal activities such as counterfeiting or other fraud and may see their effectiveness enhanced by the use of AI.,AI,Cybersecurity,2.0,Criminal fraud/personal-data-capture schemes enhanced by AI
Mastercard,MA,Finance,2024,185,"See “Risk Factors - Privacy, Data Protection, AI and Information Security Compliance” in this Part I, Item 1A for more detail concerning related legal risks and obligations.",AI,Other,0.0,"Cross-reference to another risk-factor section, no substantive content"
Microsoft,MSFT,Technology,2022,186,Our strategic vision is to compete and grow by building best-in-class platforms and productivity services for an intelligent cloud and an intelligent edge infused with artificial intelligence (“AI”).,"artificial intelligence, AI",Other,1.0,Descriptive: strategic vision to build AI-infused platforms
Microsoft,MSFT,Technology,2022,187,"To support the growth of the intelligent cloud and the intelligent edge, we are developing products, services, and technologies to power the IoT, a network of distributed and interconnected devices employing sensors, data, and computing capabilities including AI.",AI,Other,1.0,Descriptive: developing IoT products with AI
Microsoft,MSFT,Technology,2022,188,Issues in the development and use of AI may result in reputational harm or liability.,AI,Bias/Ethics,1.0,Generic: AI issues may cause reputational harm or liability
Microsoft,MSFT,Technology,2022,189,"We are building AI into many of our offerings, including our productivity services, and we are also making first- and third-party AI available for our customers to use in solutions that they build.",AI,Other,1.0,"Descriptive: building AI into offerings, making AI available to customers"
Microsoft,MSFT,Technology,2022,190,"We envision a future in which AI operating in our devices, applications, and the cloud helps our customers be more productive in their work and personal lives.",AI,Other,1.0,Descriptive/aspirational: envisions AI helping customer productivity
Microsoft,MSFT,Technology,2022,191,"As with many innovations, AI presents risks and challenges that could affect its adoption, and therefore our business.",AI,Other,1.0,Generic: AI presents risks/challenges affecting adoption
Microsoft,MSFT,Technology,2022,192,AI algorithms may be flawed.,"AI, algorithm, algorithms",Accuracy/Reliability,1.0,Short generic claim: AI algorithms may be flawed
Microsoft,MSFT,Technology,2022,193,Ineffective or inadequate AI development or deployment practices by Microsoft or others could result in incidents that impair the acceptance of AI solutions or cause harm to individuals or society.,AI,Bias/Ethics,2.0,Ineffective AI practices could impair acceptance or cause harm to individuals/society
Microsoft,MSFT,Technology,2022,194,"These deficiencies and other failures of AI systems could subject us to competitive harm, regulatory action, legal liability, including under new proposed legislation regulating AI in jurisdictions such as the European Union (“EU”), and brand or reputational harm.","AI, AI system, AI systems",Regulation,3.0,"Specific: AI deficiencies could bring competitive harm, regulatory action, legal liability under EU legislation"
Microsoft,MSFT,Technology,2022,195,Some AI scenarios present ethical issues.,AI,Bias/Ethics,1.0,Very generic: some AI scenarios present ethical issues
Microsoft,MSFT,Technology,2022,196,"If we enable or offer AI solutions that are controversial because of their impact on human rights, privacy, employment, or other social, economic, or political issues, we may experience brand or reputational harm.",AI,Bias/Ethics,2.0,Controversial AI impact on human rights/privacy/employment could cause reputational harm
Microsoft,MSFT,Technology,2022,197,"Legislative and regulatory action is emerging in the areas of AI and content moderation, which could increase costs or restrict opportunity.",AI,Regulation,2.0,Emerging legislative/regulatory action on AI and content moderation could raise costs
Microsoft,MSFT,Technology,2023,198,Many of our competitors also develop and sell software to businesses and consumers under this model. • We are investing in artificial intelligence (“AI”) across the entire company and infusing generative AI capabilities into our consumer and commercial offerings.,"artificial intelligence, AI, generative AI",Other,1.0,"Descriptive: investing in AI company-wide, infusing generative AI capabilities"
Microsoft,MSFT,Technology,2023,199,We expect AI technology and services to be a highly competitive and rapidly evolving market.,"AI, AI technology",Competitive,1.0,Generic: AI market expected to be highly competitive and evolving
Microsoft,MSFT,Technology,2023,200,"We will bear significant development and operational costs to build and support the AI capabilities, products, and services necessary to meet the needs of our customers.",AI,Cost/Investment,2.0,Significant development/operational costs to build/support AI capabilities
Microsoft,MSFT,Technology,2023,201,"Advertising revenue funds development of products and services these competitors provide to users at no or little cost, competing directly with our revenue-generating products. • Some companies compete with us by modifying and then distributing open source software at little or no cost to end users, using open source AI models, and earning revenue on advertising or integrated products and services.","AI, AI model, AI models",Competitive,2.0,"Competitors distribute open-source AI models at low/no cost, competing on ad revenue"
Microsoft,MSFT,Technology,2023,202,"Our intelligent cloud and intelligent edge offerings are connected to the growth of the Internet of Things (“IoT”), a network of distributed and interconnected devices employing sensors, data, and computing capabilities, including AI.",AI,Other,1.0,Descriptive: intelligent cloud/edge connected to IoT including AI
Microsoft,MSFT,Technology,2023,203,"Our success in driving ubiquitous computing and ambient intelligence will depend on the level of adoption of our offerings such as Azure, Azure AI, and Azure IoT Edge.",AI,Other,1.0,Descriptive: success depends on adoption of Azure AI offerings
Microsoft,MSFT,Technology,2023,204,"In addition, we are focused on developing new AI platform services and incorporating AI into existing products and services.",AI,Other,1.0,Descriptive: developing new AI platform services
Microsoft,MSFT,Technology,2023,205,Increasing use of generative AI models in our internal systems may create new attack methods for adversaries.,"AI, generative AI, AI model, AI models",Cybersecurity,2.0,Generative AI use in internal systems may create new attack methods for adversaries
Microsoft,MSFT,Technology,2023,206,"Additionally, we are actively adding new generative AI features to our services.","AI, generative AI",Other,1.0,Descriptive: adding new generative AI features
Microsoft,MSFT,Technology,2023,207,"Because generative AI is a new field, understanding of security risks and protection methods continues to develop; features that rely on generative AI may be susceptible to unanticipated security threats from sophisticated adversaries.","AI, generative AI",Cybersecurity,3.0,Specific: generative AI features susceptible to unanticipated security threats from sophisticated adversaries
Microsoft,MSFT,Technology,2023,208,"This activity may come from users impersonating other people or organizations including through the use of AI technologies, dissemination of information that may be viewed as misleading or intended to manipulate the opinions of our users, or the use of our products or services that violates our terms of service or otherwise for objectionable or illegal ends.","AI, AI technologies",Bias/Ethics,2.0,AI used for impersonation and misleading/manipulative content dissemination
Microsoft,MSFT,Technology,2023,209,Issues in the development and use of AI may result in reputational or competitive harm or liability.,AI,Bias/Ethics,1.0,Generic: AI issues may cause reputational or competitive harm
Microsoft,MSFT,Technology,2023,210,"We are building AI into many of our offerings, including our productivity services, and we are also making AI available for our customers to use in solutions that they build.",AI,Other,1.0,Descriptive: building AI into offerings
Microsoft,MSFT,Technology,2023,211,"This AI may be developed by Microsoft or others, including our strategic partner, OpenAI.",AI,Third-Party/Vendor,2.0,Specific: AI developed by Microsoft or partners including OpenAI
Microsoft,MSFT,Technology,2023,212,"We envision a future in which AI operating in our devices, applications, and the cloud helps our customers be more productive in their work and personal lives.",AI,Other,1.0,Descriptive/aspirational AI vision
Microsoft,MSFT,Technology,2023,213,"As with many innovations, AI presents risks and challenges that could affect its adoption, and therefore our business.",AI,Other,1.0,Generic: AI presents risks/challenges affecting adoption
Microsoft,MSFT,Technology,2023,214,AI algorithms or training methodologies may be flawed.,"AI, algorithm, algorithms",Accuracy/Reliability,2.0,AI algorithms or training methodologies may be flawed
Microsoft,MSFT,Technology,2023,215,"Content generated by AI systems may be offensive, illegal, or otherwise harmful.","AI, AI system, AI systems",Bias/Ethics,2.0,"AI-generated content may be offensive, illegal, or harmful"
Microsoft,MSFT,Technology,2023,216,"Ineffective or inadequate AI development or deployment practices by Microsoft or others could result in incidents that impair the acceptance of AI solutions or cause harm to individuals, customers, or society, or result in our products and services not working as intended.",AI,Bias/Ethics,3.0,Specific: ineffective AI practices could cause harm or products not working as intended
Microsoft,MSFT,Technology,2023,217,"As a result of these and other challenges associated with innovative technologies, our implementation of AI systems could subject us to competitive harm, regulatory action, legal liability, including under new proposed legislation regulating AI in jurisdictions such as the European Union (“EU”), new applications of existing data protection, privacy, intellectual property, and other laws, and brand or reputational harm.","AI, AI system, AI systems",Regulation,3.0,"Specific: AI implementation could bring regulatory action, legal liability under EU/other laws"
Microsoft,MSFT,Technology,2023,218,Some AI scenarios present ethical issues or may have broad impacts on society.,AI,Bias/Ethics,1.0,Generic: some AI scenarios present ethical issues or societal impacts
Microsoft,MSFT,Technology,2023,219,"If we enable or offer AI solutions that have unintended consequences, unintended usage or customization by our customers and partners, or are controversial because of their impact on human rights, privacy, employment, or other social, economic, or political issues, we may experience brand or reputational harm, adversely affecting our business and consolidated financial statements. 29 PART I Item 1A OPERATIONAL RISKS We may have excessive outages, data losses, and disruptions of our online services if we fail to maintain an adequate operations infrastructure.",AI,Bias/Ethics,3.0,"Specific: unintended AI consequences/controversy re: human rights, privacy, employment could harm business"
Microsoft,MSFT,Technology,2023,220,"These demands continue to increase as we introduce new products and services and support the growth and the augmentation of existing services such as Bing, Azure, Microsoft Account services, Microsoft 365, Microsoft Teams, Dynamics 365, OneDrive, SharePoint Online, Skype, Xbox, and Outlook.com through the incorporation of AI features and/or functionality.",AI,Other,1.0,Descriptive: infrastructure demands increasing with AI feature incorporation
Microsoft,MSFT,Technology,2023,221,"Our investment in gaining insights from data is becoming central to the value of the services, including AI services, we deliver to customers, to operational efficiency and key opportunities in monetization, and to customer perceptions of quality.",AI,Cost/Investment,1.0,Descriptive: data insight investment central to AI service value
Microsoft,MSFT,Technology,2023,222,"Legislative and regulatory action is emerging in the areas of AI and content moderation, which could increase costs or restrict opportunity.",AI,Regulation,2.0,Emerging AI/content-moderation legislation could raise costs or restrict opportunity
Microsoft,MSFT,Technology,2023,223,"For example, in the EU, an AI Act is being considered, and may entail increased costs or decreased opportunities for the operation of our AI services in the European market. 32 PART I Item 1A How these laws and regulations apply to our business is often unclear, subject to change over time, and sometimes may be inconsistent from jurisdiction to jurisdiction.",AI,Regulation,3.0,Specific: EU AI Act may increase costs or reduce opportunity
Microsoft,MSFT,Technology,2023,224,"These claims may arise from a wide variety of business practices and initiatives, including major new product releases such as Windows, AI services, significant business transactions, warranty or product claims, employment practices, and regulation.",AI,Regulation,1.0,Generic litigation-exposure list including AI services
Microsoft,MSFT,Technology,2024,225,We and our competitors are devoting significant resources to develop and deploy our cloud-based strategies. • We are investing in artificial intelligence (“AI”) across the entire company and infusing generative AI capabilities into our consumer and commercial offerings.,"artificial intelligence, AI, generative AI",Other,1.0,Descriptive: investing in AI company-wide
Microsoft,MSFT,Technology,2024,226,"We expect AI technology and services to be a highly competitive and rapidly evolving market, and new competitors continue to enter the market.","AI, AI technology",Competitive,2.0,"AI market highly competitive, new competitors continue entering"
Microsoft,MSFT,Technology,2024,227,"We will bear significant development and operational costs to build and support the AI models, services, platforms, and infrastructure necessary to meet the needs of our customers.","AI, AI model, AI models",Cost/Investment,2.0,"Significant costs to build/support AI models, services, platforms, infrastructure"
Microsoft,MSFT,Technology,2024,228,"Advertising revenue funds development of products and services these competitors provide to users at little or no cost, competing directly with our revenue-generating products. • Some companies compete with us by modifying and then distributing open source software at little or no cost to end users, using open source AI models, and earning revenue on advertising or integrated products and services.","AI, AI model, AI models",Competitive,2.0,Competitors distribute open-source AI models at low/no cost
Microsoft,MSFT,Technology,2024,229,Our focus on cloud-based and AI services presents execution and competitive risks.,AI,Competitive,1.0,Generic: cloud/AI focus presents execution and competitive risks
Microsoft,MSFT,Technology,2024,230,We are incurring significant costs to build and maintain infrastructure to support cloud computing and AI services.,AI,Cost/Investment,2.0,Significant costs to build/maintain cloud/AI infrastructure
Microsoft,MSFT,Technology,2024,231,"Whether we succeed in cloud-based and AI services depends on our execution in several areas, including: • Continuing to bring to market compelling cloud-based and AI experiences and products that generate increasing traffic and market share. • Maintaining the utility, compatibility, and performance of our cloud-based and AI services on the growing array of computing devices, including PCs, smartphones, tablets, gaming consoles, and other devices. • Continuing to enhance the attractiveness of our cloud platforms to third-party developers. • Ensuring our cloud-based services meet the reliability expectations and specific requirements of our customers and maintain the security of their data as well as help them meet their own compliance needs. • Making our suite of cloud-based services platform-agnostic, available on a wide range of devices and ecosystems, including those of our competitors.",AI,Competitive,2.0,"Specific list of execution factors (market share, device compatibility, reliability, security) for cloud/AI success"
Microsoft,MSFT,Technology,2024,232,"This may adversely affect our operations, financial condition, and results of operations. 21 PART I Item 1A Our AI systems offer users powerful tools and capabilities.","AI, AI system, AI systems",Other,1.0,Descriptive/incomplete: AI systems offer powerful tools and capabilities
Microsoft,MSFT,Technology,2024,233,"While are committed to detecting and controlling such misuse of our cloud-based and AI services, our efforts may not be effective, and we may incur reputational damage or experience adverse impacts to our business and results of operations.",AI,Bias/Ethics,2.0,"Efforts to control misuse of AI/cloud services may not be effective, risking reputational damage"
Microsoft,MSFT,Technology,2024,234,"In addition, we are focused on developing new AI platform services and incorporating AI into existing products and services.",AI,Other,1.0,Descriptive: developing new AI platform services
Microsoft,MSFT,Technology,2024,235,"Threat actors may also utilize emerging technologies, such as AI and machine learning.","AI, machine learning",Cybersecurity,1.0,Generic: threat actors may utilize AI/ML
Microsoft,MSFT,Technology,2024,236,Increasing use of generative AI models in our internal systems may create new attack methods for adversaries.,"AI, generative AI, AI model, AI models",Cybersecurity,2.0,Generative AI use in internal systems may create new attack methods
Microsoft,MSFT,Technology,2024,237,"Additionally, features that rely on generative AI may be susceptible to unanticipated security threats from adversaries as we add new generative AI features to our services while continuously developing our understanding of security risks and protection methods in the new field of generative AI.","AI, generative AI",Cybersecurity,3.0,Specific: generative AI features susceptible to unanticipated threats from adversaries
Microsoft,MSFT,Technology,2024,238,"This activity may come from users impersonating other people or organizations, including through the use of AI technologies, dissemination of information that may be viewed as misleading or intended to manipulate the opinions of our users, or the use of our products or services that violates our terms of service or otherwise for objectionable or illegal ends.","AI, AI technologies",Bias/Ethics,2.0,AI used for impersonation and misleading/manipulative content
Microsoft,MSFT,Technology,2024,239,"Further, customers control our products and services, including our AI products, within their environments, and may deploy them in high-risk scenarios or utilize them inappropriately.",AI,Bias/Ethics,2.0,Specific: customers may deploy AI products in high-risk scenarios or misuse them
Microsoft,MSFT,Technology,2024,240,Issues in the development and use of AI may result in reputational or competitive harm or liability.,AI,Bias/Ethics,1.0,Generic: AI issues may cause reputational or competitive harm
Microsoft,MSFT,Technology,2024,241,"We are building AI into many of our offerings, including our productivity services, and we are also making AI available for our customers to use in solutions that they build.",AI,Other,1.0,Descriptive: building AI into offerings
Microsoft,MSFT,Technology,2024,242,"This AI may be developed by Microsoft or others, including our strategic partner, OpenAI.",AI,Third-Party/Vendor,2.0,Specific: AI developed by Microsoft or partners including OpenAI
Microsoft,MSFT,Technology,2024,243,"We envision a future in which AI operating in devices, applications, and the cloud helps our customers be more productive in their work and personal lives.",AI,Other,1.0,Descriptive/aspirational AI vision
Microsoft,MSFT,Technology,2024,244,"As with many innovations, AI presents risks and challenges that could affect its adoption, and therefore our business.",AI,Other,1.0,Generic: AI presents risks/challenges affecting adoption
Microsoft,MSFT,Technology,2024,245,AI algorithms or training methodologies may be flawed.,"AI, algorithm, algorithms",Accuracy/Reliability,2.0,AI algorithms or training methodologies may be flawed
Microsoft,MSFT,Technology,2024,246,"Content generated by AI systems may be offensive, illegal, inaccurate, or otherwise harmful.","AI, AI system, AI systems",Bias/Ethics,2.0,"AI-generated content may be offensive, illegal, inaccurate, or harmful"
Microsoft,MSFT,Technology,2024,247,"Ineffective or inadequate AI development or deployment practices by Microsoft or others could result in incidents that impair the acceptance of AI solutions, cause harm to individuals, customers, or society, or result in our products and services not working as intended.",AI,Bias/Ethics,3.0,Specific: ineffective AI practices could cause harm or products not working as intended
Microsoft,MSFT,Technology,2024,248,"Our implementation of AI systems could result in legal liability, regulatory action, brand, reputational, or competitive harm, or other adverse impacts.","AI, AI system, AI systems",Regulation,2.0,"AI implementation could bring legal liability, regulatory action, reputational/competitive harm"
Microsoft,MSFT,Technology,2024,249,"These risks may arise from current copyright infringement and other claims related to AI training and output, new and proposed legislation and regulations, such as the European Union’s (“EU”) AI Act and the U.S.’s AI Executive Order, and new applications of data protection, privacy, consumer protection, intellectual property, and other laws.",AI,Regulation,3.0,"Highly specific: copyright claims re: AI training/output, EU AI Act, US AI Executive Order, data/privacy/IP laws"
Microsoft,MSFT,Technology,2024,250,Some AI scenarios present ethical issues or may have broad impacts on society.,AI,Bias/Ethics,1.0,Generic: AI scenarios present ethical issues or societal impacts
Microsoft,MSFT,Technology,2024,251,"If we enable or offer AI solutions that have unintended consequences, unintended usage or customization by our customers and partners, are contrary to our responsible AI policies and practices, or are otherwise controversial because of their impact on human rights, privacy, employment, or other social, economic, or political issues, our reputation, competitive position, business, financial condition, and results of operations may be adversely affected. 26 PART I Item 1A OPERATIONAL RISKS We may have excessive outages, data losses, and disruptions of our online services if we fail to maintain an adequate operations infrastructure.","AI, responsible AI",Bias/Ethics,3.0,Specific: unintended AI consequences contrary to responsible-AI policies could harm reputation/business
Microsoft,MSFT,Technology,2024,252,"These demands continue to increase as we introduce new products and services and support the growth and the augmentation of existing services, including through the incorporation of AI features and/or functionality.",AI,Other,1.0,Descriptive: infrastructure demands increasing with AI incorporation
Microsoft,MSFT,Technology,2024,253,"We continue to identify and evaluate opportunities to expand our datacenter locations and increase our server capacity to meet the evolving needs of our customers, particularly given the growing demand for AI services.",AI,Cost/Investment,2.0,Specific: expanding datacenter/server capacity to meet growing AI service demand
Microsoft,MSFT,Technology,2024,254,"Our investment in gaining insights from data is becoming central to the value of the services we deliver to customers, including AI services, to operational efficiency and key opportunities in monetization, and to customer perceptions of quality.",AI,Cost/Investment,1.0,Descriptive: data insight investment central to AI service value
Microsoft,MSFT,Technology,2024,255,"Legislative and regulatory action is emerging in the areas of AI and content moderation, which could increase costs or restrict opportunity.",AI,Regulation,2.0,Emerging AI/content-moderation legislation could raise costs or restrict opportunity
Microsoft,MSFT,Technology,2024,256,"For example, the EU’s AI Act may increase costs or impact the provision or operation of our AI models and services in the European market.","AI, AI model, AI models",Regulation,3.0,Specific: EU AI Act may raise costs or affect AI operations in Europe
Microsoft,MSFT,Technology,2024,257,"These claims may arise from a wide variety of business practices and initiatives, including major new product releases, AI services, significant business transactions, warranty or product claims, employment practices, and regulation.",AI,Regulation,1.0,Generic litigation-exposure list including AI services
Microsoft,MSFT,Technology,2024,258,"From time to time, others claim we infringe their intellectual property rights, including current copyright infringement and other claims arising from AI training and output.",AI,Intellectual Property,3.0,Specific: copyright infringement claims arising from AI training and output
Microsoft,MSFT,Technology,2024,259,"Damage to our reputation or our brands may occur from, among other things: • The introduction of new features, products, services, or terms of service that customers, users, or partners do not like. • Public scrutiny of our decisions regarding user privacy, data practices, content, or development and deployment of AI. • Data security breaches, cybersecurity incidents, responsible AI failures, compliance failures, or actions of partners or individual employees.","AI, responsible AI",Bias/Ethics,2.0,"Reputational damage could arise from AI-related public scrutiny, security breaches, responsible-AI failures"
NVIDIA,NVDA,Technology,2022,260,"We are subject to laws and regulations domestically and worldwide, affecting our operations in areas including, but not limited to, IP ownership and infringement; taxes; import and export requirements and tariffs; anti-corruption; business acquisitions; foreign exchange controls and cash repatriation restrictions; data privacy requirements; competition and antitrust; advertising; employment; product regulations; cybersecurity; environmental, health, and safety requirements; the responsible use of AI; climate change; cryptocurrency; and consumer laws.",AI,Regulation,1.0,Broad boilerplate list of regulated areas incl. responsible use of AI
NVIDIA,NVDA,Technology,2022,261,"The increasing focus on the strategic importance of AI technologies may result in additional regulatory restrictions that target products 23 Table of Contents and services capable of enabling or facilitating AI, including some or all of our product and service offerings.","AI, AI technologies",Regulation,2.0,Strategic importance of AI may prompt additional regulatory restrictions on AI-enabling products
NVIDIA,NVDA,Technology,2022,262,Issues relating to the responsible use of AI in our offerings may result in reputational harm and liability.,AI,Bias/Ethics,1.0,Generic: responsible-AI issues may cause reputational harm/liability
NVIDIA,NVDA,Technology,2022,263,"Concerns relating to the responsible use of new and evolving technologies, such as AI, in our products and services, may result in reputational harm and liability, and may cause us to incur costs to resolve such issues.",AI,Bias/Ethics,2.0,"Responsible-AI concerns may cause reputational harm, liability, and cost to resolve"
NVIDIA,NVDA,Technology,2022,264,We are increasingly building AI capabilities into many of our products and services.,AI,Other,1.0,Descriptive: increasingly building AI capabilities into products
NVIDIA,NVDA,Technology,2022,265,"AI presents risks and challenges that could affect its adoption, and therefore our business.",AI,Other,1.0,Generic: AI presents risks/challenges affecting adoption
NVIDIA,NVDA,Technology,2022,266,"AI poses emerging ethical issues and if we enable or offer solutions that draw controversy due to their perceived or actual impact on society, or if we are unable to develop effective internal policies and frameworks relating to the responsible development and use of AI models and systems offered through our sales channels, we may experience brand or reputational harm, competitive harm or legal liability.","AI, AI model, AI models",Bias/Ethics,3.0,"Specific: AI ethical controversy could cause brand, competitive, or legal harm"
NVIDIA,NVDA,Technology,2022,267,Compliance with government regulation in the area of AI ethics may also increase the cost of related research and development.,"AI, AI ethics",Regulation,2.0,Compliance with AI-ethics regulation may increase R&D cost
NVIDIA,NVDA,Technology,2022,268,Our failure to address concerns relating to the responsible use of AI by us or others could undermine public confidence in AI and slow adoption of AI in our products and services or cause reputational harm.,AI,Bias/Ethics,2.0,Failure to address responsible-AI concerns could undermine public confidence/slow adoption
NVIDIA,NVDA,Technology,2022,269,"Concerns about our practices or the ultimate use of our products and services with regard to the collection, use, retention, security or disclosure of personal information or other privacy-related matters, including for use in AI, even if unfounded, could damage our reputation and adversely affect our operating results.",AI,Privacy,2.0,"Concerns re: personal-data practices, including for AI use, could damage reputation"
NVIDIA,NVDA,Technology,2022,270,"Furthermore, there exists a proposed European regulation related to AI that, if adopted, could impose onerous obligations and could require us to change our business practices.",AI,Regulation,3.0,Specific: proposed EU AI regulation could impose onerous obligations
NVIDIA,NVDA,Technology,2023,271,"Risks Related to Regulatory, Legal, Our Stock and Other Matters •We are subject to complex laws, rules and regulations, and political and other actions, which may adversely impact our business. •Increased scrutiny from shareholders, regulators, and others regarding our environmental, social and governance responsibilities could result in financial, reputational and operational harm. •Issues relating to the responsible use of our technologies, including AI, may result in reputational and financial harm and liability. •Adequately protecting our IP rights could be costly, and our ability to compete could be harmed if we are unsuccessful or if we are prohibited from making or selling our products. •We are subject to stringent and changing data privacy and security laws, rules, regulations, and other obligations.",AI,Regulation,1.0,"Risk-highlights list incl. responsible-AI-use bullet, generic"
NVIDIA,NVDA,Technology,2023,272,We will offer enterprise customers NVIDIA AI cloud services directly and through our network of partners.,AI,Other,1.0,Descriptive: offering NVIDIA AI cloud services to enterprise customers
NVIDIA,NVDA,Technology,2023,273,"Examples of these services include NVIDIA DGX Cloud, which is cloud-based infrastructure and software for training AI models, and customizable pretrained AI models.","AI, AI model, AI models",Other,1.0,Descriptive: examples of AI cloud/model products (DGX Cloud etc.)
NVIDIA,NVDA,Technology,2023,274,"NVIDIA AI cloud services may not be successful and will take time, resources and investment.",AI,Cost/Investment,2.0,AI cloud services may not succeed and require significant time/resources/investment
NVIDIA,NVDA,Technology,2023,275,"We also offer or plan to offer standalone software solutions for AI including NVIDIA AI Enterprise, NVIDIA Omniverse, NVIDIA DRIVE for automotive, and several other software solutions.",AI,Other,1.0,Descriptive: standalone AI software solutions offered
NVIDIA,NVDA,Technology,2023,276,"For example, others may offer cloud-based services that compete with our AI cloud service offerings, and we may not be able to establish market share sufficient to achieve scale necessary to meet our business objectives.",AI,Competitive,2.0,Competing cloud-based AI services could limit ability to reach necessary market share
